UID,actual_time
grOO6A0b5d,41.38970588
DPAP4FjOUf,44.13970588
q0GOIg0Ewp,14.95588235
GSx9qImb2l,28.05147059
HEFqgZfHD5,44.33088235
du5NCmKaqu,48.30882353
kxnvEh2f7Y,106.25
u4GpQ4TCpk,33.08088235
MaQizYhPXf,120.9852941
grlTVmkCT6,142.5661765
yC4YiE9vfp,22.67647059
8mIzuI62Fn,146.0955882
9jQXGZNi0y,25.36764706
t6pB4LfvGw,92.30147059
B2sOPQWvS6,32.69117647
JUF5LWnHeU,130.3161765
TOeLoPE83O,110.9044118
6TTcH7PPrq,18.67647059
b0M9226fyx,34.64705882
oCItdqrDR2,119.9411765
CrJgu94dua,125.3161765
iGjlGe0dUy,189.3235294
b5IaBsn8hp,192.7573529
V6FKMzOrLj,283.1397059
zheib54NKl,24.77941176
SLoQUhR0Hi,51.73529412
EI4JbX1PRA,13.86764706
43E0uZ0Jrp,23.82352941
Nnf5I7DuOR,28.05147059
iNu4wx222k,62.01470588
N4smyNPZQU,13.78676471
9pp177L06S,29.77941176
ME2xlWDggL,11.15441176
IyWe9aQGRm,12.09558824
lWP70cHmlH,73.56617647
wpK2RRWsfL,105.3455882
n1obIqajkt,27.40441176
CbekRoi6ga,56.83823529
Q3hRWJRHxi,41.52205882
hBwJerDKfz,25.625
jF9WyR8jCi,63.58823529
tLs0nChKec,161.4044118
mMCUTuPpWa,37.16911765
vSaifblUPS,55
jViaqEWKb0,27.23529412
gwnNvf9Cqz,82.41176471
aQyqlHJz9J,36.43382353
65c4rMCOXh,61.66176471
6QzJ1bVZ9t,92.56617647
SnqOuCqc7P,137.5808824
nk1ishzIyj,116.0073529
PS5g2CUoH6,13.22794118
gMEmBziaOK,34.33088235
DFnUl2TCeF,101.7867647
blZTkgdbyV,39.32352941
5z5WYFValW,70.50735294
B7hhOSTJns,123.0294118
XJ8NQLFkLn,169.3014706
RfbKmySsWx,251.7058824
iWE649trDv,302.8823529
YrhBbtkaZt,360.2279412
JOR1aTzN4k,396.1102941
luT7KJssaS,407.2941176
XNZHxFb8nk,424.5661765
5u0lbcrUZM,642.5
S98HSCgWGB,673.5955882
bhioeoFUI3,719.0294118
6Xv3gNeBvo,788.2058824
LBwMEGs19b,850.8455882
mZXh5A5Osm,1133.492647
7blkt9jWEK,1217.852941
pgmGloFnNO,1245.676471
o7pEWUJ7Eu,1282.941176
cjPNLBRKLa,1375.051471
rvRYh516Xs,1467.794118
lyNYZMJWnD,1646.242647
fEdLILKuym,1681.794118
NipwoX1YJc,1773.242647
MulAJSjpif,1843.029412
ncqkqODy3A,1837.661765
oFBJGBZHg1,51.68382353
BwK22MyG2n,36.92647059
wPa6gjSbJR,67.59558824
z37GxD3jVo,27.80147059
1mLCVAXEod,38.88235294
XGeFNkSQKM,28.92647059
AIlA9oNYh1,105.6323529
4bgazr5Da3,29.15441176
v42uMcD7ZQ,25.25
QjOh5cJhrL,58.05147059
vrfXNpPH2s,25.11764706
b8T0UCAJrt,37.80147059
WldOkBKKde,140.0220588
1tNkdSMoGH,174.6617647
PjGl6hrccx,293.1029412
ZWcVqDFjnh,314.4338235
gf9ZvniiED,29.83088235
MbV8RsuhOx,47.47794118
sO37lZMVWL,27.48529412
xKAFUclcJ0,54.47794118
F49SYTbOLN,59.72058824
tDEIneRgFE,143.1029412
gAWLau3xjb,17.77205882
mfuPzP2z3V,28.45588235
XE2LIyQmiR,22.26470588
hRUxh819F2,44.75735294
XUkgalt9ji,67.21323529
1V7kjc2bB0,90.18382353
rhHA4DaAKE,76.60294118
V3Jn0YZrVR,28.66911765
mU32KlEpS8,48.82352941
vo5RuprdXD,43.34558824
8agt5qZBGG,73
iZWMnKKfC4,93.51470588
Xm2vMMqJaC,184.0588235
6c8gILgngx,342.9411765
PuMIypjqKD,345.9191176
fMCVGGGB2C,372.3602941
IUheOsIbZ3,553
Ui8QHTyAgW,632.9632353
4Qwd1sHMrt,946.0735294
dt01GDA5wL,1481.022059
a5kGrMQZS1,1204.580882
3krATyuilL,1645.139706
T4KaxCbqjt,92.93382353
Yu9yd4QgBz,41.33088235
gO7nV8ulF1,57.63970588
Z9sL7oPCgz,55.81617647
85QD8wIKtt,52.30882353
WEfm2Y68h7,39.36764706
nLYzPW6CUy,47.13235294
YA2b0X8H1h,11.81617647
RbWC4ghk5G,115.6911765
GQEMeO8zfY,41.38970588
1WYgjKyCcx,84.28676471
AhdwhYS9cp,320.3161765
01ZSeBBDhw,143.9779412
mIJZ2C1Y9M,155.3529412
TEYPEYFzpJ,217.4264706
Cf8Q6GLPkH,244.1838235
rNMgEsjaBR,290.2426471
p0WGaqQcum,393.375
us8zDsftaU,25.41176471
z6JHlhlvEj,39.09558824
ZURsPJtWOH,27.44117647
9Zia0MqiIy,105.3455882
uKXR7MvWmx,49.77205882
FdU85xB4TM,93.48529412
K7RSME4IBJ,94.26470588
i5mPGgfapG,140.6764706
UcfVNoauwy,282.6764706
NFN5uKuQdb,36.125
zDDSgfUWFx,29.30882353
8OKeEShlNG,106.9117647
efXHvezyr3,10.55882353
WEZosEL8wq,26.13235294
oIE8nGILri,11.01470588
rjDdXZKeiP,25.29411765
h8UawzBpEo,44.80882353
Cw7gcgLzO6,35.86029412
KaYw6CCNDe,32.03676471
Om2ve9nDip,23.70588235
44EgMulBN2,620.8823529
QO0eXoczeh,619.9779412
SXJo8EjbZr,26.23529412
qUZhriw5LA,69.94117647
ocrJ658YHI,46.15441176
HmLdlBzMtq,29.21323529
QFzXdcKBHn,27.83088235
0XKJ7bOsWZ,52.93382353
PK539B9hxE,44.29411765
duAjx8Yj1R,140.1911765
J3szYLbRAS,176.7573529
IiSZZpxxbc,264.3308824
3pEc0L1pdZ,292.375
zrWxQmDGE4,401.1470588
YuEAT9V5DT,518.8014706
zJwlsXJGrZ,690.8455882
frXO7GXXc5,685.8455882
FXA6UTLQL4,718.375
W9y4J539tD,772.0588235
A89UIs53ql,807.1911765
2JLHcaSUhH,893.6764706
8JbFUaggus,915.8529412
Qhh5Uwcp1M,931.7352941
hZznM3F4nK,920.2205882
vTqWPEQzu7,996.9632353
tgmylyOy7n,1129.316176
HrvXOURgKo,1128.117647
c4lyIp1R1A,1210.470588
BX7GeBJV9M,1228.522059
NGCJOBko1M,1266.095588
3tWwN7aYSK,1304.698529
wwWOGp5eiA,1389.397059
ZKNOpPDOV2,1428.426471
LPhz3BVqIu,1507.154412
UfSMIVQ7k5,1552.786765
HatuFQorf0,1610.683824
ZtcUmwaAgj,1635.764706
kLBIhqmClB,1628.227941
W9Ky5oVyAN,1720.779412
JLSQ7Gqwm8,1750.419118
TGWJO4fR7y,27.125
MldVc9Rb3V,63.80147059
K4GvojypSJ,122.1544118
eUzzTWYqDD,168.6544118
HV7zndfIvS,233.9264706
O3LCQLg0rv,275.0882353
yk92qiUp08,444.8529412
1eRRbBpKc5,515.1985294
qpklQP0jNx,562.2573529
BCs8jf3rnj,645.1838235
mFUeYECaqs,771.6102941
auwt6rzsQb,816.75
o7KoordjGv,975.1029412
dkeI7KyJfs,1089.75
lxFMzT5xcL,1163.191176
Lg6EMKEkx1,25.64705882
12qNhWP5ma,59.01470588
grhJptA98S,171.1911765
mF7se0ECYm,84.26470588
QPPMqae716,129.6470588
2q9aj73D6p,29.49264706
ggvTZ8XaJp,113.2279412
Q8t2dD6blm,224.7352941
fVHDoplwgk,274.4264706
69lL2beSSV,299.4558824
IVXiHIrBWz,321.7720588
p8NZ3tX1iU,372.8529412
TsgzG6G0bF,10.29411765
uPeusQJywr,26.99264706
61UhvUABpr,43.40441176
pRWSAqdyfE,96.01470588
9LJt2paZ6C,211.6838235
dX4vTVqfts,226.2573529
y0qEpFUQRk,256.4044118
ikUrgA0y6K,379.9338235
sotZDg6qAM,459.9705882
YvGbFrVyFQ,221.0294118
fsFD4QPxKB,213.4044118
ovUKlsoMPm,208.625
FhuDM7kCnH,323.0294118
tQeGxNeKB0,372.2205882
D1dIIqd4Fg,432.8529412
cer6JaWwVm,547.3897059
N9GHICu6VG,669.4558824
AionzI3teK,903.3529412
t5NfLQHjQI,943.2867647
gwfvDgdsHF,981.6691176
NRpSqpMFZ7,1001.470588
aVxDrA37qJ,1132.301471
k5TnW01mD5,1133.779412
CxaVDOj79T,1211.036765
aEjaC2sLRb,1237.419118
GX1D8SJA0V,1311.580882
VFEJXXfBFN,1438.073529
O6pfq6Q3r1,1445.955882
TGBe8RJi3K,1472.529412
N2QoGg1KSQ,1595.852941
0ZlS7ON03P,34.95588235
AJUa7s3KDl,21.06617647
NL1e9ekesq,36.52941176
3YrF7BB7xX,49.05147059
CEYBFpObBA,61.86029412
OjnAKxAiSM,24.52941176
TORaJZPqfD,53.13235294
gdqi3nrcmJ,119.2941176
5EduBh1xi3,133.0367647
FOVPgV3wEy,156.4705882
LvXKHqFFZx,222.6544118
q8Nq9D0O9h,277.3014706
xu4AiN7q40,116.6911765
PYxW0aoWKY,186.8014706
8SE5ffKK0x,283.6470588
Ql4XwKiGu5,376.9852941
TBXXZ7RI6P,93.55882353
VMb6JTt3Kl,88.06617647
IKttmHG06d,189.4264706
XucM51hcOm,162.9044118
NJ1rub1QWP,28.60294118
rMZrhapgBX,14.21323529
K6WLUgl04V,47.66911765
JRkJehuWEY,46.19852941
fI0aUtqYrq,12.79411765
HW4Cco1vCq,29.24264706
n7Ic4y0c86,61.94117647
kBpJfoMS9e,34.69117647
dZyA0eSWnZ,72.33088235
NZ4UedNvnN,44.58823529
Zs07JHRaKb,50.91911765
x1ohM3Whux,15.11764706
cfBGgA5W7i,40.63970588
U6oeEh0OF2,104.1102941
fkAj5ATElP,10.41176471
25J41pRZwn,88.02205882
iLnTFESGDJ,61.57352941
iUUFn7ysZr,23.58823529
z7M59NdlrF,124.4117647
qpssj9eTii,140.6691176
4IZqc7HISt,28.02941176
UdUnEhdDkj,45.91911765
voQwZZ2NKh,43.44852941
Tr10yG9mG9,72.25
eSTYxEqfcz,19.23529412
Mti7P86g1n,27.29411765
yERxIfM6Xa,73.55147059
Yi9d8sddDt,127.3088235
n8p030eHV8,188.1470588
iYKWuZuI08,195.8382353
ZgHPTNK3T3,261.2132353
1ZLdyMlRdX,91.51470588
6hiJMDVKft,175.3382353
yTxqaUf7p2,239.2647059
p2T67djjvV,401.8308824
hzAQIKkUMC,453.5073529
tPyFxwBI6S,498.8382353
Om7EkqbA6y,502.0661765
ItseJ9zasP,591.7573529
bWoi2ckrnd,614.6176471
9fvL1Q5oDb,716.6323529
48eCxQyYhS,796.9338235
QYTC3cNR2g,896.1470588
ShyzzZMoiU,928.3161765
W5CH65vsDe,971.8308824
5rkSGtFM0V,1018.838235
Q5irimDZK3,168.4779412
CyZoHsXMGw,194.5294118
mOqUe9YQad,264.3235294
9e4pZEpsJK,58.75735294
U0TFPEe9iU,11.22794118
Ujxq1OBWvL,34.54411765
ZyMndIyt1u,12.83088235
XxQIN0odo4,31.63235294
IgxGji9qjo,48.10294118
ecVLMwZyOh,11.75
zRCXWFCkhi,43.70588235
wI9hf1vESY,28.52941176
aTwflNlK0A,14.02941176
vlKIbYJfzp,29.67647059
Xbic4rFrqK,45.38970588
8zTPOUjj0Q,64.02941176
qKMMLXvVjs,65.28676471
LTyH1qy6gg,71.60294118
Rzd5V0iCn7,26.5
6Ie3l7AWK9,27.80147059
awJUnZdPsy,62.30147059
4VgTEyhzHW,101.8676471
WTWjXQfhCJ,30.34558824
Xbf6GPsy6P,48.06617647
wS45x41Hw1,70.875
XkCeahXe7W,94.64705882
y9oXcfqZPk,50.36764706
KRAJzQpg8N,36.91176471
2dnT1Sw0Y6,61.91176471
f0Pj98xd6S,10.53676471
1w02wwPuTa,27.74264706
VhyD0uqxbu,81.69852941
hp0Btz07hq,11.91911765
GQLNyPyrJP,50.32352941
Pr2ImKKFyW,52.29411765
wNExTbdBBf,11.15441176
mTd90Kc947,28.125
qa1N6FgXFa,48.97058824
RhQXFS1Ca6,63.70588235
whQisn71Iq,51.84558824
SExLUd4VPG,63.75735294
89QDr2lkyF,23.58088235
tkVxBDfgAz,90.94852941
EHlZyOVN3G,70.47794118
agZfNOTMpJ,254.7867647
gx5efMsV45,33.38235294
xfA3MR3Ej9,78.84558824
k2mosJyiwO,139.5294118
VWn4oW2wIL,184.7941176
tnbAdQo45V,214.0147059
K9zESaMsLb,257.2205882
xv46wa6WGN,393.6911765
kViy6qvkx1,398.7352941
z8sGz3wO7y,448.6102941
SbqonvX6sS,886.5147059
etiW0ABGhM,954.8529412
CMN5VUZJuZ,1028.375
Seth8IU7Te,1066.411765
hZfxkH0cfh,1108.492647
dGI5crapOb,1185.948529
askibX5UgN,1216.75
jUa6lVMyJI,1278.323529
ewyGUWb5rt,1462.397059
F3JwNEGrKK,1519.308824
IQADnMp28a,1890.985294
yErnhFTugc,1949.992647
45sslSIiuA,1966.426471
0MA85mhNkY,1974.441176
w2V3eLPY4F,2164.661765
T90SavJUG8,2404.397059
tBIRlwQpxx,2448.772059
y9n0wCRJIo,2449.977941
WLKOxH1Atl,2475.345588
CiXnp2pXIQ,2458.014706
8wcGS2ru62,2476.360294
mjoSwOZCIp,167.0220588
xny56aFpjB,25.55147059
3ukhobMNXK,53.17647059
G1QMm2ZsI6,11.97058824
POZkXLCt3H,57.07352941
TzB4x9vs0I,27.94117647
sIdLTH1qSK,64.96323529
wUfwcUiTbn,149.5073529
Qeg0s8RAZE,27.54411765
0p7S8hh542,51.19852941
vNqmbKIZNT,44.05882353
B2cGqrMhdF,172.6029412
q3HcPsUK1C,89.59558824
hdgE7ZKJ3R,230.9191176
qDOf9g9Div,272.6985294
BiKexXfPKM,323.0808824
TwaZaEKqLC,49.54411765
BZ7YmtmrRR,26.67647059
GvHNu8yfie,74.11764706
2zNliA1w5j,28.27941176
DFJg1gA60O,49.11029412
QAZrAA2ovb,67.05147059
I0Q0pDIeib,139.1985294
v6ydiGamgP,149.5661765
xHPofD83RJ,224.3970588
rqqfxGOCwX,195.2205882
xFaciJ06S5,370.75
lMBRG0TJBY,470.9852941
3KpJjnkC2a,494.1838235
FHfGUrecXG,563.5735294
DctzymGfUX,595.4044118
Tz6DPxh3Ok,632.0514706
vREWEoQOF6,682.9191176
U7jUVKI3hN,667.6617647
V4jiJRLS9v,703.1544118
qdZrvee76L,791.3235294
iDPUO54sk5,815.875
S8y3ig4Nih,957.9705882
SYSbIhYwIG,981.7352941
V7EPKPiprP,1073.044118
SmMqczHuOk,1126.308824
SyRHpTZlB5,1079.705882
NMeKSChkF7,1214.602941
nI1ARyWMMc,1346.588235
cQmShyH3Sl,1401.080882
oxa9m2rETS,1387.852941
EqU5zR4Wgo,1546.676471
ZFTKPl3XYl,1626.955882
HlhyE6C5bC,1678.522059
plhv6w1BNf,1864.382353
2IT9vrVLhZ,1869.720588
FkgGhRFE82,1899.647059
LFC8Seca1w,1922.110294
0mEw2X50ty,1983.051471
wlYO6ceRC7,1997.676471
cKfnTEOV4w,2065.573529
6SA9b3Ao53,2045.933824
mdzxuyJgHY,2050.823529
ZyvF2G8XpB,10.98529412
XsHh958Vua,27.84558824
jLONgt87m4,15.33823529
4Sscgl4XDU,29.44852941
FfD4XG7voN,35.27941176
n7ajYbBMPA,48.68382353
fObCuExU3d,67.22058824
pIrhJwzVqK,71.70588235
2VLtSfVuVS,66.625
9F2LXx3JNG,107.6838235
H2LUQdkqZi,121.7132353
gvysqG9nmn,24.65441176
dMTb46bVqy,61.33088235
KLLL2cVHbt,194.5882353
ItFb4gLI24,254.9485294
CxLXOWoH26,278.4044118
lP8ihLp2nc,36.24264706
N5StQldYjT,127.7573529
mhpX7LfyMw,149.9264706
VkD5Hsb0e2,190.2058824
0KLWOdYBIB,233.7132353
CJTbkXfNSE,268.6470588
4SI94cEybU,305.4632353
XAjBqFr3cc,310.7132353
UsyodVYTG0,486.7573529
xDSQvjR1QR,588.6102941
4f4ygaDM6E,775.7132353
wcOtnmUsUY,707.7426471
hQ5qmrh8uz,11.56617647
NF0mx4vMmG,55.75
jkTdLVf2nn,12.28676471
DH4qkDmVMu,33.08823529
ZRMM2sJ35R,49.52205882
ZxbokcVhOr,64.05147059
Ba8GlAat8W,93.39705882
txTonMvRWf,181.3455882
fMoAHfsPsT,254.9191176
pb7xYdFQW7,320.8382353
mtBe4fwEqZ,347.2426471
nxGPbDOTWG,439.125
dtF4GIRvg4,550.8088235
UNjR8ViChI,722.3088235
gIpTtvMzmR,770.2647059
LXQY7Hv5Lq,803.4485294
lAFeAkSmue,863.0661765
eIfufUcvze,885.8602941
IPpqFMwKJI,941.5073529
rRbjeXl2Ze,962.5808824
uzQ0dWu69P,944.1544118
e1cnVbC9JI,36.70588235
bipzUYiyQS,90.02941176
vEmsgZDq5E,136.1323529
9SL9gBgyEt,160.3676471
y4kukI7kyB,210.4632353
KqHMw41yJA,233.1985294
WCMjgCBIf7,262.5220588
8eFCeqfQ8B,303.6397059
TdwIrCSmbv,349.0294118
MqhwrkLfCP,431.0367647
2y0rLVzbog,59.24264706
dWYgcXEWyt,85.41911765
1fCKmmIo8L,134.4191176
UrhFTcT9vs,212.1544118
1NNo8WYIkm,262.1985294
o3HWDm13iI,298.3382353
HaDWsYYbYX,470.6617647
qz23IviFhE,532.3088235
adGQ2faiGt,630.5294118
CIjYWNX3rp,720.8382353
xTgpaMqolF,47.16176471
W7xNMtSY99,187.8676471
3U9mF4GuqV,271.7647059
D8wfKT7b5m,343.9044118
M315RlDehn,435.5441176
U0MM9vEDHB,661.1838235
Sw8n2SqLAo,623.0735294
P0kmp6SkSR,909.8014706
sBiYtpq6sA,989.7279412
XSfMNqWdTz,1164.242647
VvyDIH3KOA,1232.066176
isXGmJevjI,27.86029412
6uY0xwU0hv,50.61029412
RzvBePBT5w,60.11764706
gglJUGzx02,85.76470588
uoY9JvntCx,26.91911765
uLea2b7Tdk,45.77205882
M9qPn8lQG9,62.67647059
cecZNYAAv7,68.88235294
ZAtfr96vs4,50.16911765
lt8skAi6gB,10.59558824
Z5qSRtS9up,47.89705882
W92lA2aTkB,64.74264706
URaumSzRWD,279.2279412
ZkuT2KljX9,28.45588235
ZeBmLpGfXE,98.58088235
qpNa1MFVGh,38.08088235
1DP874E02z,26.06617647
414K0OpE9E,136.2132353
2ZORYMH8Dy,30.54411765
vjc9LmqQkq,51.60294118
dVdR8SiEJi,73.95588235
2x7AIsN7Ph,91.72058824
2IThifZaXx,36.40441176
qt8paJVTi9,108.0661765
3aWu9RA9yw,109.8161765
quznf0bZ9r,255.9117647
PcC66EYCHE,148.9264706
adR9BwK8du,183.6397059
qmJNDNXex2,222.7720588
B6oarc1MdV,278.0588235
kIJkGZHSYL,554.5073529
DDV0xLXCYL,607.9852941
ctbotoGOmT,15.80147059
iRAWbzZaax,96.61029412
QBRYfwzlz3,116.0955882
wqiLr6plts,102.125
xUgasndOIP,107.3308824
SbJVzUz8cb,138
1pyXBEkeBF,162.5147059
4J8UzRr5j1,249.2573529
BslCaciQ66,307.875
wz4XM5t8lz,29.05147059
FoKJqPUanS,51.32352941
tdM5i3dSFM,110.8308824
kh5Qp7yQ0m,29.875
V74jHBszXV,81.16911765
3TKEOkTU86,137.0588235
8EOXNbOkpZ,230.7647059
f4mBjQFZ1j,294.4926471
Vjr6SqodRB,378.5441176
FvBVJMo6zn,467.9264706
lXpTlhx48p,477.5588235
jwuxPC2uwU,553.6617647
e19ZCqB88f,583.3676471
lS0SnY75MP,608.8014706
avfObKDsdB,704.3308824
7ZmesIh4tz,751.0588235
r1Kywtysgb,739.3235294
v7ma3JimYo,730.8676471
twxYlBvTUZ,839.6838235
rNztqHov0H,891.9485294
ijZ0uUvCii,1046.022059
iJASTh03sT,1068.102941
6qarlmUjFU,1161.183824
vh8vsvn5ep,1253.088235
5qpNilATCZ,1430.823529
iG8jWJZg1F,1486.875
w36Lk154YN,1759.720588
nnUcXbLkvI,1865.654412
sLpyI4VNcB,1910.360294
V9Gf67IvaZ,1915.154412
ydwGhvmJN2,1939.323529
PlIkBokcP9,2088.264706
1ezMUG7CRk,2099.419118
VSKWJgwRcd,2233.330882
1BD1drxbTP,2224.066176
kcE7I7caNP,2279.338235
EHbmCyiOGi,2322.551471
bDWYvcWP0C,2424.264706
gSTdlkdrhx,2570.977941
qsnbqWZoqR,2630.426471
51m2BmmpAQ,12.45588235
ICGqqTzLHi,86.04411765
PTsGwJzGqL,85.03676471
PwoCgIBWnJ,108.8161765
qYpkpClQpO,108.5661765
ixxoZRSxQK,48.28676471
ua6jzhHHfC,14.27941176
D6fbyR0QvA,70.45588235
prWUeyyztd,80.39705882
c7GAjYOOgi,81.26470588
bUPsNGc8oS,96.22794118
GpxhhkNYyy,119.5367647
7peZ8qA3sk,130.2132353
nG2v6GNs23,106.4485294
gV12SiUotr,45.41176471
Q1NORjkEw2,62.51470588
knrjZeq4ZZ,11.91911765
fMifbvwIOt,35.55882353
gxYm4PEfBF,46.28676471
dq0futgMyk,28.54411765
eoW37VDyhK,26.68382353
JsZsJOLVGB,136.7647059
ZALoKh2BzK,264.8602941
fDWDibC1P3,374.6911765
6iXfQ8iCQk,401.0735294
NSgiBVxfK3,413.8897059
OoZ0BEvL2N,36.97794118
1Jy2rTCsPB,60.77941176
sRiG3bAtkL,23.72794118
eA1BqMuj8E,36.125
QWAEKN7vDs,87.07352941
vVkciKIz3d,65.08088235
iLpAqYy8vV,18.25735294
eaVyEsMK4i,29.52941176
Kg5Y0vnxki,48.75735294
OxOim8m9LN,83.75
m2Wdjp7odr,15.25
o0DBLumwfc,17.92647059
T6bg1oxzgl,48.55882353
IN6GamtYWB,135.6102941
d1k8i49K9L,224.9117647
12BBkNIRlZ,420.8970588
ZTA9lPTCWy,61.02941176
7s0CSlCzVX,171.6544118
Ntghcv0ICc,189.4779412
oPaY80n8qp,249.0808824
7LF2Koj8z8,261.4926471
ICRIrrNGJ6,297.3014706
JTNkUCB7j3,446.6470588
rnXCCpbUdq,575.7867647
tFrxuCN0ot,566.4044118
gbJfVZNB86,716.4705882
XbelrLdoOm,121.9264706
i0bDOMvM9e,192.3014706
UqG3lpwgdm,33.22794118
d5KIUQZM8D,60.83823529
0XQYaEAbhs,13.10294118
gF16LrvnLv,74.625
ffetayiN24,83.75735294
0ug92tPuLJ,37.66911765
KJi8QmZewr,75.5
ZD9n0uUWAG,30.41176471
l1FGNRkM20,50.55147059
NowBmi9hHa,23.22058824
ncvrJVwxiY,76.08823529
8b8iq1AIdj,41.99264706
WAmgGqT27n,55.43382353
JknbkXnuwV,77.74264706
u7EgV4FUgf,58.47058824
DfBa7Bm2iY,85.80147059
IiER4YV2kW,108.6323529
DIES8g0GT5,230.0955882
JEFgepIuNv,31.31617647
cZqt17A7Yk,52.60294118
ZwW2cnTEiz,61.46323529
kShPj0Q2eX,10.73529412
xeHlv8nZUA,32.05882353
30YC2GI6JU,102.9338235
rLMSnU2nd3,90.91911765
hyXSdz3zX7,58.18382353
HhkUgs8L3D,32.58088235
aWdTgbZhfN,127.0808824
ZWOWjWLEoL,33.52941176
gnvV721dgq,37.39705882
TS3VKuWN9f,67.22794118
epCayh3hie,26.69117647
FZKw0TC8VO,51.00735294
Lk2zA3CzAj,30.50735294
1jMdQWYT1x,64.42647059
ZiuRKb4Rpe,96.77205882
DQmtErCfR6,18.51470588
34WuPzYHE5,48.30882353
hmfQKwC3EH,131.25
srSsit0mU0,106.6764706
ng4hTFWq4Q,106.3308824
g9PV2Yc5vN,66.82352941
ebcTnH4FgJ,240.5073529
L2cKv2OZSq,255.5441176
kBNGbOGnpY,13.98529412
HBONpBJxeE,29.66911765
FxyGo7aU5U,31.40441176
NK8286aRWq,130.8970588
vI86uWUNhM,169.9852941
nrH5mrxqhx,135.8088235
iRAPxcm0Fy,33.08823529
gliN2uJX72,25.94117647
B5VpghJUJn,54.30147059
h6BzkDxe06,97.01470588
M0UmYMeo4I,115.1323529
swU2HIpY3l,274.9191176
7fuaE5h79Q,291.7573529
RxTZLKfuFa,420.9191176
j7VuhKQYiL,653.4338235
IgE3iPoviJ,75.63970588
5j2WVTxusB,130.1323529
KpdMZ1epB8,163.7720588
r9ZdlXFGgY,241.0661765
h076CMVaue,443.4044118
9Wr0kNstPM,446.9852941
QbnoCiOgMN,555.7647059
8QMZFUkshY,544.9926471
xSrBxMZUOV,601.0367647
HurIiArUYl,26.36029412
yUIediKjGD,70.57352941
Hc1JjCzSKW,128.0661765
x1a2nwh0Ru,130.4117647
AFUWFldzGR,22.21323529
tR2Hj8yfNf,30.58088235
eynTvpIqxY,50.49264706
FkKBZMv0Em,28.56617647
XtkxY3wEhU,63.43382353
nDUaAT8LW1,158.0735294
f8hBGzKfOz,222.5294118
Rg73iUggP5,27.48529412
jKS2fPZIC7,24.11764706
V9U7uC44k8,27.39705882
lcyjDWGPns,63.88970588
IRESsEHkRj,123.6176471
RUei8pf6gN,161.8308824
tJktUVJivz,43.42647059
bXN5dKUX18,38.83088235
fp9NUWzo4e,83.88235294
jxuBbmIDe9,88.25
WuHUyfWXfb,112.6911765
yxXFm08ZfL,175.1102941
NqVkbeHgLT,78.56617647
gGx7tPJBho,105.3529412
MHriwBZRuA,111.4632353
rAhETtSFh7,135.4485294
xiTrN3rvWc,144.5367647
3b7pxznIcg,170.0808824
IdYCJPhMp4,12.00735294
J32ZKolP67,24.77205882
GsEOpXD5zD,28.16176471
hCvWFO6ALi,33.54411765
hFm5vIL5lo,34.72794118
4WGNmUazhF,53.48529412
x9t3wZeKzX,28.02941176
LdnnnIkfJn,25.22794118
FJUZFcHler,94.52941176
7Frfal2bj8,146.6397059
VzmGizYC6n,169.1544118
OPFOfZhvJr,12.30882353
Iv6zzzDo9R,35.05147059
i0Wg29UFkA,25.04411765
bQ0xy95QjV,37.61764706
OqOhuAPFIK,49.77205882
bfmQENyAjo,27.48529412
y74UGUDHbv,26.03676471
cvMWJjw9FJ,52.74264706
2BLyjSCyAS,57.69117647
JXtHzxMMet,57.36029412
8gSAclilLL,100.8161765
cpevZmHAI4,214.1838235
MqrwxpDPuN,290.9264706
Y5E4DbtJhY,355.7573529
3QCCdxMhGv,412.3308824
e0WwQA9Hg6,492.6764706
FSIF9M3bss,580.2720588
FVTyoiTHTp,687
2rngoJxQZ9,867.0441176
68V2QGBnwF,27.51470588
Cp1IS8bCNw,64.93382353
mFMoG3ziPd,178.2941176
UXTwQlUSd2,262.8970588
ZvnGjgZ03X,306.9779412
h4b4b96Lqx,353.7058824
1PNDv9ePTK,343.75
HDVOjvhTAv,398.0441176
eIWcMCXtik,455.5147059
gSHXWcXEeS,515.2794118
J288fOrZL7,36.94852941
IPKo1vLDlR,151.7205882
kgdFrEWHBs,150.3970588
iJD54TOhGw,174.8161765
kMWNJMnADz,258.8676471
8qe1BAnW99,288.4191176
jjwd7cp7YB,341.8970588
VJJ6yaREXO,331.7132353
GsPJ9Jbn9Z,364.5735294
pruwMPMqu0,434.7058824
mWB7bQU2vF,454.4852941
qw4Kx4rOut,534.4264706
fNWfWoycpv,554.9852941
sIX65j6Nfz,578.3529412
Lgeuid19sg,618.7720588
xBEPbDaIJz,674.5955882
xEBZPDQOF8,720.2426471
GJyXiTk35R,789.9117647
hRuCdc8bnJ,890.6176471
vgPSr6Boks,932.8308824
5xyTBPBcKS,992.8235294
aHRqCoFw0v,1386.595588
XhHiZALlpe,1426.044118
9B4k9E0o3p,1589.169118
t1W5NBTLpT,1625.058824
2RWPCceWZs,1644.573529
1TumoeF3TF,10.58823529
Y57z9eSX4r,70.13970588
46OscrF4Vm,23.99264706
xcRfgnEDYn,58.05147059
pAoJOFc4AH,54.66176471
b2oNNR9LJX,16.10294118
xgFfam6jFi,26.38235294
dJMDfyZLh6,72.29411765
knND5aX9tL,105.0073529
kp4VVoootG,200.0147059
dtWbnTrz8T,20.02205882
